time,price,return
123,0.972040,0.003182
124,0.974342,0.002365
125,0.974624,0.000289
126,0.976756,0.002186
127,0.977970,0.001242
128,0.979890,0.001962
129,0.977287,-0.002661
130,0.981079,0.003872
131,0.978283,-0.002854
132,0.976422,-0.001904
133,0.973994,-0.002490
134,0.972481,-0.001555
135,0.971427,-0.001084
136,0.972777,0.001389
137,0.973302,0.000540
138,0.973625,0.000332
139,0.970496,-0.003219
140,0.967680,-0.002906
141,0.970071,0.002468
142,0.973666,0.003699
143,0.972885,-0.000802
144,0.975218,0.002396
145,0.976395,0.001205
146,0.976587,0.000197
147,0.974978,-0.001649
148,0.976104,0.001154
149,0.975005,-0.001126
150,0.973155,-0.001899
151,0.973527,0.000382
152,0.973821,0.000302
153,0.974976,0.001185
154,0.974066,-0.000934
155,0.974160,0.000097
156,0.974505,0.000354
157,0.975982,0.001515
158,0.976236,0.000260
159,0.974441,-0.001840
160,0.975344,0.000926
161,0.971060,-0.004401
162,0.972154,0.001126
163,0.974053,0.001952
164,0.977161,0.003186
165,0.973100,-0.004165
166,0.974315,0.001248
167,0.977589,0.003355
168,0.977055,-0.000547
169,0.977028,-0.000027
170,0.976937,-0.000094
171,0.976420,-0.000529
172,0.974273,-0.002201
173,0.970967,-0.003400
174,0.968862,-0.002169
175,0.968058,-0.000830
176,0.971769,0.003826
177,0.969709,-0.002122
178,0.971418,0.001761
179,0.972708,0.001327
180,0.971365,-0.001381
181,0.970746,-0.000638
182,0.971856,0.001144
183,0.974380,0.002594
184,0.973490,-0.000914
185,0.973061,-0.000442
186,0.976354,0.003378
187,0.978094,0.001781
188,0.980760,0.002722
189,0.979904,-0.000873
190,0.982043,0.002180
191,0.986646,0.004676
192,0.986379,-0.000271
193,0.986207,-0.000175
194,0.986401,0.000197
195,0.984341,-0.002090
196,0.983131,-0.001230
197,0.982220,-0.000928
198,0.980391,-0.001864
199,0.978605,-0.001823
200,0.979452,0.000866
201,0.978921,-0.000542
202,0.982987,0.004144
203,0.982646,-0.000347
204,0.980389,-0.002300
205,0.983384,0.003051
206,0.985757,0.002410
207,0.987697,0.001966
208,0.986689,-0.001021
209,0.983242,-0.003499
210,0.980388,-0.002907
211,0.978571,-0.001855
212,0.978461,-0.000112
213,0.974899,-0.003647
214,0.973031,-0.001918
215,0.972950,-0.000083
216,0.972329,-0.000639
217,0.972354,0.000025
218,0.971906,-0.000461
219,0.972268,0.000373
220,0.971216,-0.001082
221,0.972138,0.000949
222,0.972564,0.000438
223,0.971049,-0.001558
224,0.973704,0.002730
225,0.976010,0.002366
226,0.977574,0.001601
227,0.975879,-0.001735
228,0.970897,-0.005118
229,0.969998,-0.000927
230,0.967870,-0.002196
231,0.968977,0.001143
232,0.967387,-0.001643
233,0.966104,-0.001327
234,0.963509,-0.002690
235,0.964376,0.000900
236,0.963930,-0.000463
237,0.964766,0.000866
238,0.963663,-0.001144
239,0.964780,0.001158
240,0.965946,0.001208
241,0.965135,-0.000840
242,0.965930,0.000823
243,0.964955,-0.001010
244,0.961778,-0.003298
245,0.960290,-0.001548
246,0.959649,-0.000668
247,0.961039,0.001447
248,0.963040,0.002080
249,0.964486,0.001501
250,0.964023,-0.000480
251,0.966522,0.002589
252,0.968358,0.001898
253,0.967614,-0.000768
254,0.968504,0.000919
255,0.971001,0.002576
256,0.968067,-0.003027
257,0.966431,-0.001691
258,0.967329,0.000929
259,0.970219,0.002982
260,0.971200,0.001010
261,0.969943,-0.001295
262,0.969979,0.000037
263,0.971226,0.001285
264,0.973172,0.002002
265,0.974607,0.001474
266,0.974387,-0.000226
267,0.976462,0.002128
268,0.982765,0.006434
269,0.982490,-0.000280
270,0.983114,0.000636
271,0.979744,-0.003434
272,0.980836,0.001113
273,0.978618,-0.002264
274,0.978625,0.000007
275,0.978690,0.000066
276,0.979837,0.001172
277,0.981544,0.001740
278,0.981596,0.000054
279,0.982570,0.000992
280,0.986107,0.003593
281,0.984870,-0.001256
282,0.985082,0.000216
283,0.981569,-0.003573
284,0.981640,0.000072
285,0.982084,0.000453
286,0.981505,-0.000590
287,0.977754,-0.003829
288,0.979559,0.001843
289,0.980580,0.001042
290,0.980479,-0.000103
291,0.981071,0.000604
292,0.979204,-0.001905
293,0.975279,-0.004016
294,0.977716,0.002496
295,0.978642,0.000947
296,0.977014,-0.001666
297,0.977644,0.000644
298,0.974898,-0.002812
299,0.974078,-0.000842
300,0.975318,0.001273
301,0.975753,0.000446
302,0.974119,-0.001676
303,0.972352,-0.001815
304,0.974674,0.002384
305,0.972358,-0.002378
306,0.973396,0.001067
307,0.974735,0.001374
308,0.974591,-0.000147
309,0.976568,0.002026
310,0.977609,0.001066
311,0.974493,-0.003193
312,0.973791,-0.000721
313,0.977105,0.003398
314,0.974465,-0.002706
315,0.972470,-0.002049
316,0.974790,0.002382
317,0.976333,0.001582
318,0.977686,0.001385
319,0.977901,0.000220
320,0.978171,0.000276
321,0.979829,0.001694
322,0.978761,-0.001091
323,0.978205,-0.000568
324,0.977632,-0.000586
325,0.980409,0.002837
326,0.982065,0.001687
327,0.981806,-0.000263
328,0.975737,-0.006201
329,0.976547,0.000830
330,0.980453,0.003992
331,0.981842,0.001415
332,0.979011,-0.002888
333,0.979821,0.000827
334,0.976735,-0.003154
335,0.977352,0.000631
336,0.976195,-0.001184
337,0.976539,0.000352
338,0.976594,0.000056
339,0.977674,0.001106
340,0.978707,0.001056
341,0.979418,0.000726
342,0.978348,-0.001093
343,0.975479,-0.002937
344,0.973841,-0.001681
345,0.974064,0.000229
346,0.975600,0.001575
347,0.973155,-0.002509
348,0.973484,0.000337
349,0.976162,0.002747
350,0.976004,-0.000162
351,0.975508,-0.000508
352,0.973604,-0.001954
353,0.977882,0.004384
354,0.979331,0.001481
355,0.976345,-0.003053
356,0.977422,0.001102
357,0.976827,-0.000609
358,0.974622,-0.002259
359,0.971939,-0.002757
360,0.976814,0.005004
361,0.977600,0.000804
362,0.978231,0.000646
363,0.977331,-0.000921
364,0.977081,-0.000256
365,0.975009,-0.002123
366,0.974581,-0.000438
367,0.974116,-0.000478
368,0.977389,0.003354
369,0.978350,0.000983
370,0.979606,0.001282
371,0.978337,-0.001296
372,0.978252,-0.000087
373,0.977525,-0.000743
374,0.979239,0.001751
375,0.976786,-0.002508
376,0.977713,0.000948
377,0.977477,-0.000241
378,0.977960,0.000494
379,0.977895,-0.000066
380,0.981048,0.003219
381,0.981780,0.000746
382,0.984176,0.002437
383,0.983259,-0.000931
384,0.983037,-0.000226
385,0.981921,-0.001137
386,0.981176,-0.000758
387,0.981920,0.000757
388,0.979234,-0.002739
389,0.981023,0.001826
390,0.981363,0.000346
391,0.979998,-0.001392
392,0.977639,-0.002410
393,0.977248,-0.000400
394,0.976223,-0.001050
395,0.971571,-0.004776
396,0.972364,0.000816
397,0.971471,-0.000919
398,0.972856,0.001425
399,0.971962,-0.000920
400,0.971690,-0.000279
401,0.972443,0.000774
402,0.971530,-0.000939
403,0.971730,0.000206
404,0.971535,-0.000200
405,0.970864,-0.000691
406,0.970069,-0.000819
407,0.970757,0.000708
408,0.969496,-0.001299
409,0.968606,-0.000919
410,0.971251,0.002727
411,0.972029,0.000801
412,0.974802,0.002849
413,0.976458,0.001697
414,0.978696,0.002289
415,0.975506,-0.003265
416,0.976671,0.001193
417,0.976238,-0.000444
418,0.976435,0.000202
419,0.977169,0.000752
420,0.978643,0.001507
421,0.977601,-0.001065
422,0.975184,-0.002475
423,0.976116,0.000955
424,0.975774,-0.000350
425,0.972364,-0.003501
426,0.973004,0.000659
427,0.970530,-0.002546
428,0.965885,-0.004798
429,0.967637,0.001813
430,0.971340,0.003819
431,0.972490,0.001183
432,0.971925,-0.000581
433,0.976208,0.004397
434,0.978543,0.002389
435,0.976965,-0.001613
436,0.977671,0.000722
437,0.975564,-0.002158
438,0.974693,-0.000893
439,0.976887,0.002249
440,0.977145,0.000264
441,0.977861,0.000733
442,0.978062,0.000206
443,0.979521,0.001490
444,0.979849,0.000335
445,0.980161,0.000319
446,0.980251,0.000092
447,0.977381,-0.002933
448,0.977601,0.000226
449,0.976696,-0.000927
450,0.976015,-0.000697
451,0.973805,-0.002268
452,0.974448,0.000660
453,0.976453,0.002055
454,0.973687,-0.002837
455,0.971305,-0.002449
456,0.969750,-0.001603
457,0.966366,-0.003495
458,0.966868,0.000519
459,0.970491,0.003740
460,0.969793,-0.000719
461,0.970937,0.001180
462,0.970808,-0.000134
463,0.970486,-0.000331
464,0.972433,0.002004
465,0.971580,-0.000878
466,0.974305,0.002801
467,0.973888,-0.000428
468,0.971623,-0.002329
469,0.970775,-0.000873
470,0.969042,-0.001787
471,0.969419,0.000389
472,0.972683,0.003361
473,0.972727,0.000045
474,0.971156,-0.001616
475,0.972072,0.000943
476,0.971167,-0.000932
477,0.970306,-0.000886
478,0.970162,-0.000148
479,0.968023,-0.002207
480,0.967054,-0.001002
481,0.966842,-0.000219
482,0.963250,-0.003722
483,0.961889,-0.001414
484,0.959285,-0.002711
485,0.961155,0.001947
486,0.962949,0.001865
487,0.964283,0.001385
488,0.967180,0.003000
489,0.967953,0.000799
490,0.965695,-0.002335
491,0.966795,0.001139
492,0.961226,-0.005777
493,0.964632,0.003538
494,0.964124,-0.000528
495,0.963313,-0.000841
496,0.964898,0.001644
497,0.964211,-0.000712
498,0.962111,-0.002181
499,0.959886,-0.002315
500,0.957435,-0.002556
501,0.960078,0.002756
502,0.960250,0.000180
503,0.959792,-0.000477
504,0.960767,0.001015
505,0.961153,0.000402
506,0.960828,-0.000338
507,0.961122,0.000306
508,0.954962,-0.006430
509,0.954496,-0.000488
510,0.955305,0.000847
511,0.956808,0.001572
512,0.956504,-0.000318
513,0.955247,-0.001315
514,0.956999,0.001832
515,0.956787,-0.000222
516,0.958880,0.002185
517,0.959477,0.000623
518,0.958053,-0.001485
519,0.956085,-0.002056
520,0.957801,0.001793
521,0.956629,-0.001225
522,0.959436,0.002931
523,0.960588,0.001200
524,0.962550,0.002040
525,0.965546,0.003108
526,0.965608,0.000064
527,0.970323,0.004871
528,0.972411,0.002149
529,0.971806,-0.000622
530,0.972326,0.000535
531,0.972492,0.000171
532,0.974215,0.001770
533,0.976609,0.002454
534,0.976136,-0.000485
535,0.976359,0.000229
536,0.976607,0.000254
537,0.976816,0.000213
538,0.977831,0.001039
539,0.974794,-0.003111
540,0.974007,-0.000807
541,0.976131,0.002178
542,0.976152,0.000022
543,0.973871,-0.002339
544,0.971181,-0.002766
545,0.971639,0.000472
546,0.969152,-0.002562
547,0.966659,-0.002576
548,0.969270,0.002698
549,0.967560,-0.001767
550,0.967800,0.000248
551,0.967791,-0.000010
552,0.969604,0.001872
553,0.969395,-0.000215
554,0.970821,0.001470
555,0.968901,-0.001980
556,0.966268,-0.002721
557,0.967344,0.001113
558,0.966581,-0.000789
559,0.966368,-0.000221
560,0.966633,0.000275
561,0.969271,0.002725
562,0.971949,0.002759
563,0.973076,0.001159
564,0.971700,-0.001415
565,0.972618,0.000944
566,0.970339,-0.002346
567,0.971781,0.001485
568,0.970803,-0.001007
569,0.967269,-0.003647
570,0.970117,0.002940
571,0.974443,0.004450
572,0.972909,-0.001576
573,0.973306,0.000408
574,0.973644,0.000347
575,0.975366,0.001768
576,0.976278,0.000934
577,0.973188,-0.003170
578,0.973128,-0.000061
579,0.973010,-0.000122
580,0.971732,-0.001315
581,0.969907,-0.001880
582,0.971849,0.002001
583,0.973988,0.002199
584,0.974378,0.000399
585,0.976463,0.002138
586,0.976545,0.000084
587,0.976975,0.000440
588,0.979245,0.002321
589,0.982181,0.002994
590,0.985010,0.002876
591,0.984225,-0.000797
592,0.988061,0.003889
593,0.983009,-0.005126
594,0.984687,0.001705
595,0.986800,0.002144
596,0.984360,-0.002477
597,0.987312,0.002994
598,0.988659,0.001363
599,0.986765,-0.001918
600,0.987100,0.000340
601,0.988146,0.001059
602,0.986559,-0.001607
603,0.987931,0.001390
604,0.988156,0.000227
605,0.990050,0.001915
606,0.990914,0.000872
607,0.988689,-0.002248
608,0.992759,0.004108
609,0.994197,0.001448
610,0.994487,0.000291
611,0.993362,-0.001131
612,0.993039,-0.000325
613,0.994588,0.001559
614,0.993081,-0.001516
615,0.994644,0.001572
616,0.993951,-0.000697
617,0.995674,0.001732
618,0.997236,0.001567
619,0.999878,0.002646
620,0.998117,-0.001763
621,0.999661,0.001546
622,1.000274,0.000613
623,0.997681,-0.002596
624,0.998814,0.001135
625,0.999157,0.000344
626,0.997491,-0.001669
627,0.997260,-0.000231
628,0.997254,-0.000007
629,0.994464,-0.002802
630,0.998309,0.003859
631,1.001538,0.003230
632,1.000686,-0.000851
633,0.999318,-0.001368
634,1.002776,0.003454
635,1.001160,-0.001612
636,1.003961,0.002794
637,1.004648,0.000684
638,1.006473,0.001815
639,1.004146,-0.002315
640,1.007043,0.002881
641,1.008624,0.001568
642,1.008100,-0.000520
643,1.008407,0.000305
644,1.007612,-0.000788
645,1.009760,0.002129
646,1.012918,0.003123
647,1.013143,0.000222
648,1.012700,-0.000437
649,1.011548,-0.001138
650,1.014642,0.003054
651,1.011903,-0.002703
652,1.009646,-0.002232
653,1.011065,0.001404
654,1.015687,0.004561
655,1.018173,0.002445
656,1.023234,0.004959
657,1.024457,0.001194
658,1.023485,-0.000949
659,1.024919,0.001400
660,1.027582,0.002595
661,1.028309,0.000707
662,1.028438,0.000126
663,1.027418,-0.000993
664,1.025255,-0.002107
665,1.028367,0.003031
666,1.026755,-0.001569
667,1.024406,-0.002290
668,1.022419,-0.001941
669,1.022820,0.000391
670,1.023807,0.000965
671,1.020753,-0.002988
672,1.023277,0.002469
673,1.021412,-0.001824
674,1.023954,0.002485
675,1.027833,0.003781
676,1.030315,0.002412
677,1.029450,-0.000839
678,1.028069,-0.001343
679,1.026916,-0.001122
680,1.022502,-0.004308
681,1.021271,-0.001205
682,1.020348,-0.000904
683,1.021307,0.000939
684,1.023189,0.001842
685,1.023134,-0.000054
686,1.021454,-0.001644
687,1.019985,-0.001439
688,1.020972,0.000967
689,1.021068,0.000094
690,1.020171,-0.000879
691,1.019804,-0.000361
692,1.023138,0.003264
693,1.021514,-0.001588
694,1.022667,0.001128
695,1.018967,-0.003625
696,1.013800,-0.005083
697,1.015681,0.001853
698,1.016334,0.000643
699,1.016426,0.000091
700,1.016178,-0.000244
701,1.016788,0.000600
702,1.014361,-0.002390
703,1.011053,-0.003266
704,1.010314,-0.000732
705,1.009050,-0.001252
706,1.011891,0.002812
707,1.012314,0.000418
708,1.013400,0.001072
709,1.013623,0.000220
710,1.012325,-0.001281
711,1.015543,0.003174
712,1.018891,0.003292
713,1.021201,0.002264
714,1.021945,0.000729
715,1.020783,-0.001138
716,1.021393,0.000597
717,1.021583,0.000186
718,1.023007,0.001393
719,1.025659,0.002589
720,1.025201,-0.000447
721,1.021262,-0.003850
722,1.024868,0.003525
723,1.024707,-0.000157
724,1.026035,0.001295
725,1.024493,-0.001505
726,1.019297,-0.005084
727,1.020046,0.000735
728,1.020153,0.000104
729,1.019662,-0.000482
730,1.020764,0.001080
731,1.024872,0.004017
732,1.025143,0.000264
733,1.027509,0.002305
734,1.027597,0.000085
735,1.029933,0.002271
736,1.031200,0.001229
737,1.031856,0.000635
738,1.031982,0.000122
739,1.030024,-0.001899
740,1.028800,-0.001189
741,1.031154,0.002285
742,1.033600,0.002370
743,1.035533,0.001868
744,1.037799,0.002186
745,1.039655,0.001788
746,1.039153,-0.000483
747,1.040081,0.000892
748,1.040692,0.000587
749,1.041244,0.000531
750,1.042570,0.001273
751,1.042353,-0.000209
752,1.041707,-0.000619
753,1.037988,-0.003576
754,1.036959,-0.000992
755,1.036469,-0.000472
756,1.036903,0.000419
757,1.040313,0.003283
758,1.037187,-0.003010
759,1.037926,0.000712
760,1.037925,-0.000000
761,1.039839,0.001842
762,1.040839,0.000961
763,1.036663,-0.004021
764,1.031615,-0.004881
765,1.033832,0.002147
766,1.033520,-0.000302
767,1.033361,-0.000153
768,1.033761,0.000387
769,1.034912,0.001113
770,1.033796,-0.001079
771,1.036970,0.003066
772,1.032216,-0.004595
773,1.032190,-0.000025
774,1.033839,0.001596
775,1.034053,0.000207
776,1.033644,-0.000395
777,1.033198,-0.000432
778,1.032339,-0.000831
779,1.034855,0.002434
780,1.035723,0.000839
781,1.036976,0.001209
782,1.036377,-0.000578
783,1.035978,-0.000385
784,1.034366,-0.001557
785,1.034427,0.000059
786,1.038260,0.003699
787,1.040671,0.002319
788,1.040044,-0.000603
789,1.037008,-0.002923
790,1.039809,0.002697
791,1.037866,-0.001871
792,1.037073,-0.000764
793,1.035828,-0.001201
794,1.037785,0.001887
795,1.036859,-0.000894
796,1.039820,0.002852
797,1.038309,-0.001454
798,1.037527,-0.000753
799,1.035218,-0.002228
800,1.032975,-0.002168
801,1.032091,-0.000856
802,1.030239,-0.001796
803,1.032065,0.001771
804,1.033596,0.001482
805,1.032215,-0.001337
806,1.029010,-0.003111
807,1.030331,0.001284
808,1.031947,0.001567
809,1.030401,-0.001500
810,1.029478,-0.000896
811,1.028507,-0.000944
812,1.029141,0.000616
813,1.026925,-0.002156
814,1.029720,0.002719
815,1.031286,0.001519
816,1.030195,-0.001058
817,1.029688,-0.000492
818,1.029251,-0.000425
819,1.027986,-0.001231
820,1.031210,0.003131
821,1.030269,-0.000913
822,1.026985,-0.003192
823,1.027667,0.000664
824,1.027578,-0.000087
825,1.025460,-0.002062
826,1.024355,-0.001078
827,1.025352,0.000973
828,1.028625,0.003187
829,1.029431,0.000783
830,1.027254,-0.002117
831,1.026642,-0.000596
832,1.026134,-0.000496
833,1.025677,-0.000445
834,1.028840,0.003079
835,1.031877,0.002947
836,1.031421,-0.000442
837,1.033405,0.001921
838,1.036633,0.003118
839,1.036030,-0.000581
840,1.035450,-0.000560
841,1.035222,-0.000220
842,1.032939,-0.002208
843,1.032526,-0.000400
844,1.033910,0.001339
845,1.033249,-0.000640
846,1.034257,0.000976
847,1.035189,0.000901
848,1.034192,-0.000963
849,1.032096,-0.002029
850,1.029484,-0.002534
851,1.030952,0.001425
852,1.030482,-0.000456
853,1.031092,0.000592
854,1.032155,0.001030
855,1.033655,0.001452
856,1.035527,0.001810
857,1.038458,0.002827
858,1.040146,0.001623
859,1.041137,0.000953
860,1.039852,-0.001235
861,1.041050,0.001151
862,1.041300,0.000241
863,1.039753,-0.001487
864,1.039783,0.000029
865,1.037973,-0.001742
866,1.038720,0.000720
867,1.038162,-0.000537
868,1.034146,-0.003876
869,1.034598,0.000437
870,1.034689,0.000089
871,1.035007,0.000307
872,1.031739,-0.003163
873,1.034404,0.002580
874,1.031028,-0.003269
875,1.032867,0.001782
876,1.031783,-0.001050
877,1.031895,0.000109
878,1.033323,0.001383
879,1.030570,-0.002668
880,1.028943,-0.001580
881,1.025342,-0.003505
882,1.025983,0.000625
883,1.024134,-0.001804
884,1.026482,0.002289
885,1.022023,-0.004353
886,1.022046,0.000022
887,1.021249,-0.000780
888,1.020216,-0.001012
889,1.020029,-0.000184
890,1.019491,-0.000527
891,1.017960,-0.001504
892,1.013278,-0.004610
893,1.014583,0.001287
894,1.014695,0.000111
895,1.014464,-0.000228
896,1.013533,-0.000919
897,1.016326,0.002753
898,1.014706,-0.001596
899,1.010623,-0.004031
900,1.008695,-0.001910
901,1.008023,-0.000666
902,1.009119,0.001086
903,1.010277,0.001147
904,1.008127,-0.002130
905,1.011747,0.003584
906,1.014519,0.002736
907,1.016235,0.001690
908,1.014369,-0.001837
909,1.015685,0.001296
910,1.013857,-0.001802
911,1.011390,-0.002436
912,1.011469,0.000079
913,1.014966,0.003451
914,1.011342,-0.003577
915,1.008964,-0.002354
916,1.009198,0.000233
917,1.012209,0.002979
918,1.014079,0.001846
919,1.014416,0.000332
920,1.017659,0.003191
921,1.019103,0.001418
922,1.021690,0.002535
923,1.020796,-0.000875
924,1.023503,0.002648
925,1.023503,-0.000000
926,1.020582,-0.002857
927,1.022565,0.001941
928,1.024279,0.001675
929,1.027701,0.003335
930,1.024524,-0.003096
931,1.022423,-0.002053
932,1.022340,-0.000082
933,1.021123,-0.001191
934,1.019606,-0.001487
935,1.020124,0.000509
936,1.021366,0.001216
937,1.017764,-0.003533
938,1.019470,0.001675
939,1.020580,0.001088
940,1.018569,-0.001973
941,1.015257,-0.003257
942,1.013841,-0.001396
943,1.011542,-0.002270
944,1.015309,0.003716
945,1.014139,-0.001153
946,1.012213,-0.001901
947,1.013960,0.001725
948,1.013998,0.000037
949,1.009357,-0.004587
950,1.010393,0.001026
951,1.008925,-0.001454
952,1.005718,-0.003184
953,1.009979,0.004229
954,1.013525,0.003504
955,1.011871,-0.001633
956,1.012416,0.000538
957,1.012820,0.000399
958,1.016057,0.003191
959,1.016023,-0.000034
960,1.012894,-0.003084
961,1.010833,-0.002038
962,1.009875,-0.000948
963,1.009220,-0.000648
964,1.007884,-0.001325
965,1.006066,-0.001806
966,1.005195,-0.000866
967,1.005473,0.000276
968,1.005323,-0.000149
969,1.005325,0.000001
970,1.006274,0.000944
971,1.007855,0.001570
972,1.005824,-0.002017
973,1.004712,-0.001107
974,1.004329,-0.000381
975,1.005419,0.001084
976,1.004229,-0.001184
977,1.002310,-0.001913
978,1.001779,-0.000529
979,0.997638,-0.004143
980,0.995587,-0.002058
981,0.997229,0.001648
982,0.999397,0.002172
983,0.998850,-0.000548
984,1.001327,0.002477
985,0.998055,-0.003272
986,0.998013,-0.000043
987,0.995602,-0.002418
988,0.994359,-0.001249
989,0.992186,-0.002188
990,0.993739,0.001564
991,0.994202,0.000466
992,0.996971,0.002781
993,0.997064,0.000093
994,0.997783,0.000721
995,0.998059,0.000277
996,0.999056,0.000999
997,0.996138,-0.002925
998,0.996359,0.000222
999,0.996670,0.000311
1000,0.999149,0.002485
1001,1.001325,0.002175
1002,1.002743,0.001416
1003,1.006070,0.003312
1004,1.006524,0.000451
1005,1.005223,-0.001294
1006,1.004150,-0.001067
1007,1.005865,0.001706
1008,1.010610,0.004707
1009,1.008476,-0.002114
1010,1.009272,0.000788
1011,1.010017,0.000738
1012,1.013371,0.003315
1013,1.014537,0.001151
1014,1.016760,0.002188
1015,1.022638,0.005765
1016,1.018283,-0.004268
1017,1.016262,-0.001987
1018,1.012017,-0.004185
1019,1.013178,0.001146
1020,1.013649,0.000465
1021,1.015541,0.001865
1022,1.014742,-0.000787
1023,1.016185,0.001421
1024,1.019051,0.002816
1025,1.018557,-0.000485
1026,1.017552,-0.000988
1027,1.016612,-0.000923
1028,1.016570,-0.000042
1029,1.017765,0.001175
1030,1.015158,-0.002565
1031,1.019275,0.004048
1032,1.022082,0.002750
1033,1.018513,-0.003498
1034,1.018001,-0.000503
1035,1.015008,-0.002944
1036,1.014776,-0.000228
1037,1.012412,-0.002333
1038,1.014802,0.002358
1039,1.014617,-0.000182
1040,1.016424,0.001779
1041,1.017061,0.000627
1042,1.014695,-0.002329
1043,1.017764,0.003020
1044,1.014583,-0.003130
1045,1.014234,-0.000344
1046,1.013743,-0.000485
1047,1.014961,0.001201
1048,1.011430,-0.003485
1049,1.013185,0.001734
1050,1.016270,0.003040
1051,1.019210,0.002889
1052,1.021161,0.001912
1053,1.019217,-0.001905
1054,1.020509,0.001267
1055,1.022607,0.002054
1056,1.022792,0.000180
1057,1.022608,-0.000180
1058,1.024889,0.002229
1059,1.024372,-0.000505
1060,1.023128,-0.001216
1061,1.027989,0.004740
1062,1.029613,0.001578
1063,1.031515,0.001846
1064,1.032220,0.000683
1065,1.030200,-0.001959
1066,1.033773,0.003462
1067,1.031769,-0.001940
1068,1.032137,0.000357
1069,1.035969,0.003706
1070,1.035554,-0.000400
1071,1.034835,-0.000695
1072,1.037669,0.002735
1073,1.034142,-0.003404
1074,1.032993,-0.001112
1075,1.034408,0.001369
1076,1.033129,-0.001237
1077,1.036167,0.002936
1078,1.035708,-0.000444
1079,1.032430,-0.003170
1080,1.032831,0.000389
1081,1.029738,-0.003000
1082,1.031583,0.001790
1083,1.033223,0.001589
1084,1.033809,0.000567
1085,1.032390,-0.001374
1086,1.033325,0.000906
1087,1.033693,0.000356
1088,1.039855,0.005943
1089,1.039311,-0.000523
1090,1.038631,-0.000654
1091,1.035584,-0.002938
1092,1.036268,0.000659
1093,1.037359,0.001053
1094,1.034382,-0.002874
1095,1.034372,-0.000009
1096,1.035956,0.001530
1097,1.036479,0.000505
1098,1.035287,-0.001151
1099,1.033615,-0.001616
1100,1.031056,-0.002479
1101,1.033926,0.002779
1102,1.034666,0.000716
1103,1.030590,-0.003947
1104,1.031756,0.001131
1105,1.034962,0.003103
1106,1.035304,0.000330
1107,1.038054,0.002653
1108,1.040602,0.002452
1109,1.039325,-0.001228
1110,1.041207,0.001809
1111,1.039899,-0.001258
